,DATE,거래단위,평균가격,총거래물량,총거래금액,도매시장,도매법인,품목,품종,산지-광역시도,산지-시군구,등급,1kg_평균가격,1kg_총거래물량
9399,2023-07-01,10kg그물망,1000.0,3140.0,314000,안산도매시장,농협안산(공),양배추,양배추(일반),경상북도,청송군,특,100.0,31400
9400,2023-07-01,10kg그물망,4254.019292604502,3110.0,1323000,순천도매시장,순천원협(공),양배추,양배추(일반),전라남도,무안군,특,425.4019292604502,31100
9401,2023-07-01,10kg그물망,5203.278688524591,3050.0,1587000,창원팔용도매시장,농협창원(공),양배추,양배추(일반),강원도,평창군,특,520.3278688524591,30500
9402,2023-07-01,10kg그물망,6400.0,3000.0,1920000,구리도매시장,구리청과,양배추,양배추(일반),경상북도,청송군,특,640.0,30000
9403,2023-07-01,10kg그물망,3637.037037037037,2970.0,1080200,포항도매시장,포항농협(공),양배추,양배추(일반),경상북도,포항시,특,363.7037037037037,29700
9404,2023-07-01,10kg그물망,4140.540540540541,2960.0,1225600,대전노은도매,대전원협(공),양배추,양배추(일반),충청북도,증평군,특,414.0540540540541,29600
9405,2023-07-01,10kg그물망,2290.559440559441,2860.0,655100,구리도매시장,농협구리(공),양배추,양배추(일반),충청남도,서산시,특,229.0559440559441,28600
9406,2023-07-01,10kg그물망,7056.140350877193,2850.0,2011000,전주도매시장,전주원협(공),양배추,양배추(일반),전라북도,장수군,특,705.6140350877192,28500
9407,2023-07-01,10kg그물망,5500.0,2650.0,1457500,창원내서도매시장,창원원협(공),양배추,양배추(일반),경상남도,양산시,특,550.0,26500
9408,2023-07-01,10kg그물망,5000.0,2620.0,1310000,창원팔용도매시장,농협창원(공),양배추,양배추(일반),부산광역시,기장군,특,500.0,26200
9410,2023-07-01,10kg그물망,4900.0,2500.0,1225000,구리도매시장,구리청과,양배추,양배추(일반),강원도,정선군,특,490.0,25000
9411,2023-07-01,10kg그물망,4627.530364372469,2470.0,1143000,충주도매시장,충북원협(충주),양배추,양배추(일반),전라남도,해남군,특,462.7530364372469,24700
9412,2023-07-01,10kg그물망,7211.88524590164,2440.0,1759700,수원도매시장,경기청과,양배추,양배추(일반),경기도,여주군,특,721.188524590164,24400
9413,2023-07-01,10kg그물망,5512.704918032787,2440.0,1345100,수원도매시장,수원원협(공),양배추,양배추(일반),강원도,평창군,특,551.2704918032787,24400
9414,2023-07-01,10kg그물망,3000.0,2340.0,702000,창원내서도매시장,창원원협(공),양배추,양배추(일반),부산광역시,기장군,특,300.0,23400
9415,2023-07-01,10kg그물망,3768.831168831169,2310.0,870600,대구북부도매,대구원협(공),양배추,양배추(일반),경상북도,영양군,특,376.8831168831169,23100
9416,2023-07-01,10kg그물망,5454.545454545455,2200.0,1200000,대구북부도매,대구원협(공),양배추,양배추(일반),충청북도,괴산군,특,545.4545454545455,22000
9417,2023-07-01,10kg그물망,4210.909090909091,2200.0,926400,충주도매시장,충북원협(충주),양배추,양배추(일반),충청북도,충주시,특,421.0909090909091,22000
9418,2023-07-01,10kg그물망,4752.42718446602,2060.0,979000,창원내서도매시장,마산청과,양배추,양배추(일반),경상남도,진해시,특,475.242718446602,20600
9419,2023-07-01,10kg그물망,3000.0,2000.0,600000,대구북부도매,대구원협(공),양배추,양배추(일반),경상북도,봉화군,특,300.0,20000
9420,2023-07-01,10kg그물망,4184.693877551021,1960.0,820200,부산반여도매,농협반여(공),양배추,양배추(일반),부산광역시,부산광역시,특,418.469387755102,19600
9421,2023-07-01,10kg그물망,4500.0,1940.0,873000,진주도매시장,진주중앙청과,양배추,양배추(일반),경상남도,하동군,특,450.0,19400
9422,2023-07-01,10kg그물망,9239.058823529413,1870.0,1727704,전주도매시장,전주원협(공),양배추,양배추(일반),서울특별시,송파구,특,923.9058823529413,18700
9423,2023-07-01,10kg그물망,3927.322404371585,1830.0,718700,광주각화도매,광주청과,양배추,양배추(일반),전라북도,장수군,특,392.7322404371585,18300
9424,2023-07-01,10kg그물망,3877.049180327869,1830.0,709500,창원내서도매시장,마산청과,양배추,양배추(일반),부산광역시,중구,특,387.7049180327869,18300
9425,2023-07-01,10kg그물망,3500.0,1830.0,640500,인천구월도매,대인농산,양배추,양배추(일반),서울특별시,송파구,특,350.0,18300
9426,2023-07-01,10kg그물망,2666.666666666667,1830.0,488000,인천구월도매,대인농산,양배추,양배추(일반),경기도,김포시,특,266.6666666666667,18300
9427,2023-07-01,10kg그물망,7200.0,1820.0,1310400,원주도매시장,원주원협(공),양배추,양배추(일반),대전광역시,대전광역시,특,720.0,18200
9428,2023-07-01,10kg그물망,4188.397790055249,1810.0,758100,부산엄궁도매,농협부산(공),양배추,양배추(일반),강원도,평창군,특,418.8397790055249,18100
9429,2023-07-01,10kg그물망,3700.0,1620.0,599400,광주각화도매,광주원협(공),양배추,양배추(일반),충청남도,서산시,특,370.0,16200
9430,2023-07-01,10kg그물망,3856.962025316456,1580.0,609400,대전노은도매,대전원협(공),양배추,양배추(일반),경상북도,청송군,특,385.6962025316456,15800
9431,2023-07-01,10kg그물망,2177.41935483871,1550.0,337500,창원팔용도매시장,농협창원(공),양배추,양배추(일반),강원도,평창군,특,217.741935483871,15500
9432,2023-07-01,10kg그물망,4000.0,1500.0,600000,대구북부도매,대구원협(공),양배추,양배추(일반),전라남도,진도군,특,400.0,15000
9433,2023-07-01,10kg그물망,5141.891891891892,1480.0,761000,순천도매시장,순천원협(공),양배추,양배추(일반),전라남도,순천시,특,514.1891891891892,14800
9434,2023-07-01,10kg그물망,3827.702702702703,1480.0,566500,순천도매시장,순천원협(공),양배추,양배추(일반),제주도,제주시,특,382.7702702702703,14800
9435,2023-07-01,10kg그물망,3345.985401459854,1370.0,458400,천안도매시장,천안농협(공),양배추,양배추(일반),충청남도,천안시,특,334.5985401459854,13700
9436,2023-07-01,10kg그물망,8272.727272727272,1320.0,1092000,강릉도매시장,강릉농산물,양배추,양배추(일반),강원도,평창군,특,827.2727272727273,13200
9437,2023-07-01,10kg그물망,8348.360655737704,1220.0,1018500,수원도매시장,수원원협(공),양배추,양배추(일반),충청남도,당진군,특,834.8360655737704,12200
9438,2023-07-01,10kg그물망,6000.0,1220.0,732000,안산도매시장,안산농산물,양배추,양배추(일반),전라남도,신안군,특,600.0,12200
9439,2023-07-01,10kg그물망,5521.487603305785,1210.0,668100,창원팔용도매시장,농협창원(공),양배추,양배추(일반),경상남도,고성군,특,552.1487603305785,12100
9441,2023-07-01,10kg그물망,7402.803738317757,1070.0,792100,천안도매시장,천안농협(공),양배추,양배추(일반),강원도,횡성군,특,740.2803738317757,10700
9442,2023-07-01,10kg그물망,6550.0,1000.0,655000,서울강서도매,농협강서(공),양배추,양배추(일반),충청북도,괴산군,특,655.0,10000
9443,2023-07-01,10kg그물망,3000.0,1000.0,300000,인천구월도매,덕풍청과,양배추,양배추(일반),충청남도,천안시,특,300.0,10000
9444,2023-07-01,10kg그물망,4213.829787234043,940.0,396100,울산도매시장,울산원협(공),양배추,양배추(일반),경상북도,영양군,특,421.3829787234043,9400
9445,2023-07-01,10kg그물망,8028.888888888889,900.0,722600,충주도매시장,충북원협(충주),양배추,양배추(일반),충청북도,단양군,특,802.8888888888889,9000
9446,2023-07-01,10kg그물망,3100.0,900.0,279000,부산반여도매,농협반여(공),양배추,양배추(일반),경상북도,청송군,특,310.0,9000
9447,2023-07-01,10kg그물망,7391.666666666668,840.0,620900,광주각화도매,광주청과,양배추,양배추(일반),강원도,평창군,특,739.1666666666667,8400
9448,2023-07-01,10kg그물망,2500.0,800.0,200000,광주각화도매,광주청과,양배추,양배추(일반),전라남도,곡성군,특,250.0,8000
9449,2023-07-01,10kg그물망,4854.054054054054,740.0,359200,서울강서도매,농협강서(공),양배추,양배추(일반),경기도,포천시,특,485.4054054054054,7400
9450,2023-07-01,10kg그물망,6832.0,710.0,485072,순천도매시장,순천원협(공),양배추,양배추(일반),서울특별시,서울특별시,특,683.2,7100
9451,2023-07-01,10kg그물망,5000.0,700.0,350000,대구북부도매,대구원협(공),양배추,양배추(일반),강원도,강원도,특,500.0,7000
9452,2023-07-01,10kg그물망,4500.0,640.0,288000,인천구월도매,구월원협(공),양배추,양배추(일반),강원도,횡성군,특,450.0,6400
9453,2023-07-01,10kg그물망,7000.0,610.0,427000,강릉도매시장,강릉농산물,양배추,양배추(일반),충청남도,서산시,특,700.0,6100
9454,2023-07-01,10kg그물망,9830.0,600.0,589800,창원내서도매시장,마산청과,양배추,양배추(일반),대구광역시,중구,특,983.0,6000
9455,2023-07-01,10kg그물망,9000.0,600.0,540000,광주서부도매,두레청과,양배추,양배추(일반),강원도,평창군,특,900.0,6000
9456,2023-07-01,10kg그물망,7000.0,600.0,420000,구리도매시장,구리청과,양배추,양배추(일반),충청남도,서산시,특,700.0,6000
9457,2023-07-01,10kg그물망,3500.0,600.0,210000,안양도매시장,안양원협(공),양배추,양배추(일반),충청북도,청원군,특,350.0,6000
9458,2023-07-01,10kg그물망,2800.0,600.0,168000,서울가락도매,한국청과,양배추,양배추(일반),강원도,화천군,특,280.0,6000
9459,2023-07-01,10kg그물망,1500.0,600.0,90000,안양도매시장,안양원협(공),양배추,양배추(일반),경상북도,청송군,특,150.0,6000
9460,2023-07-01,10kg그물망,7800.0,590.0,460200,천안도매시장,천안농협(공),양배추,양배추(일반),경기도,안성시,특,780.0,5900
9461,2023-07-01,10kg그물망,6703.448275862069,580.0,388800,구미도매시장,구미농협(공),양배추,양배추(일반),경상북도,김천시,특,670.3448275862069,5800
9462,2023-07-01,10kg그물망,5939.622641509435,530.0,314800,천안도매시장,천안농협(공),양배추,양배추(일반),강원도,횡성군,특,593.9622641509435,5300
9463,2023-07-01,10kg그물망,8000.0,500.0,400000,인천구월도매,대인농산,양배추,양배추(일반),서울특별시,강서구,특,800.0,5000
9464,2023-07-01,10kg그물망,4400.0,500.0,220000,서울강서도매,농협강서(공),양배추,양배추(일반),강원도,횡성군,특,440.0,5000
9465,2023-07-01,10kg그물망,4600.0,490.0,225400,구리도매시장,구리청과,양배추,양배추(일반),경기도,광주시,특,460.0,4900
9466,2023-07-01,10kg그물망,4450.0,400.0,178000,광주각화도매,광주원협(공),양배추,양배추(일반),전라남도,담양군,특,445.0,4000
9467,2023-07-01,10kg그물망,3145.714285714286,350.0,110100,창원내서도매시장,마산청과,양배추,양배추(일반),경상남도,함안군,특,314.5714285714286,3500
9468,2023-07-01,10kg그물망,5500.0,310.0,170500,대구북부도매,대양청과,양배추,양배추(일반),경상북도,영양군,특,550.0,3100
9469,2023-07-01,10kg그물망,3800.0,310.0,117800,구리도매시장,인터넷청과,양배추,양배추(일반),강원도,철원군,특,380.0,3100
9470,2023-07-01,10kg그물망,3200.0,300.0,96000,원주도매시장,원주원협(공),양배추,양배추(일반),강원도,원주시,특,320.0,3000
9471,2023-07-01,10kg그물망,4700.0,280.0,131600,원주도매시장,합동청과,양배추,양배추(일반),강원도,횡성군,특,470.0,2800
9472,2023-07-01,10kg그물망,3000.0,280.0,84000,안양도매시장,안양원협(공),양배추,양배추(일반),경상북도,영양군,특,300.0,2800
9473,2023-07-01,10kg그물망,4812.5,240.0,115500,인천구월도매,덕풍청과,양배추,양배추(일반),충청남도,당진군,특,481.25,2400
9474,2023-07-01,10kg그물망,4500.0,220.0,99000,대구북부도매,대구원협(공),양배추,양배추(일반),강원도,횡성군,특,450.0,2200
9475,2023-07-01,10kg그물망,6625.0,160.0,106000,진주도매시장,진주중앙청과,양배추,양배추(일반),전라북도,장수군,특,662.5,1600
9476,2023-07-01,10kg그물망,4100.0,130.0,53300,원주도매시장,원주원협(공),양배추,양배추(일반),강원도,평창군,특,410.0,1300
9477,2023-07-01,10kg그물망,11000.0,100.0,110000,순천도매시장,순천원협(공),양배추,양배추(일반),전라남도,광양시,특,1100.0,1000
9478,2023-07-01,10kg그물망,4000.0,100.0,40000,인천삼산도매,경인농산,양배추,양배추(일반),충청남도,논산시,특,400.0,1000
9479,2023-07-01,10kg그물망,3500.0,90.0,31500,안산도매시장,안산농산물,양배추,양배추(일반),강원도,홍천군,특,350.0,900
9480,2023-07-01,10kg그물망,3000.0,90.0,27000,대구북부도매,대구원협(공),양배추,양배추(일반),경상북도,성주군,특,300.0,900
9481,2023-07-01,10kg그물망,3000.0,90.0,27000,서울강서도매,서부청과,양배추,양배추(일반),강원도,철원군,특,300.0,900
9482,2023-07-01,10kg그물망,5142.857142857143,70.0,36000,서울강서도매,서부청과,양배추,양배추(일반),강원도,홍천군,특,514.2857142857143,700
9483,2023-07-01,10kg그물망,2000.0,40.0,8000,순천도매시장,순천원협(공),양배추,양배추(일반),전라남도,여수시,특,200.0,400
9484,2023-06-01,10kg그물망,6217.948459327248,198290.0,123295700,구리도매시장,인터넷청과,양배추,양배추(일반),전라남도,해남군,특,621.7948459327248,1982900
9485,2023-06-01,10kg그물망,7011.547550616338,156570.0,109779800,구리도매시장,농협구리(공),양배추,양배추(일반),전라남도,전라남도,특,701.1547550616339,1565700
9486,2023-06-01,10kg그물망,6934.166882612076,154360.0,107035800,구리도매시장,농협구리(공),양배추,양배추(일반),전라남도,해남군,특,693.4166882612076,1543600
9487,2023-06-01,10kg그물망,8724.8378438828,89420.0,78017500,구리도매시장,인터넷청과,양배추,양배추(일반),충청남도,서산시,특,872.48378438828,894200
9488,2023-06-01,10kg그물망,7367.1463480858,73660.0,54266400,안산도매시장,안산농산물,양배추,양배추(일반),전라남도,무안군,특,736.7146348085801,736600
9489,2023-06-01,10kg그물망,8268.223880597016,67000.0,55397100,순천도매시장,남도청과,양배추,양배추(일반),전라남도,무안군,특,826.8223880597016,670000
9490,2023-06-01,10kg그물망,7742.240824211204,62120.0,48094800,광주서부도매,호남청과,양배추,양배추(일반),전라남도,해남군,특,774.2240824211204,621200
9491,2023-06-01,10kg그물망,6327.334662678631,60180.0,38077900,인천구월도매,덕풍청과,양배추,양배추(일반),전라남도,해남군,특,632.733466267863,601800
9492,2023-06-01,10kg그물망,7066.051798024966,53670.0,37923500,인천구월도매,대인농산,양배추,양배추(일반),충청남도,공주시,특,706.6051798024967,536700
9493,2023-06-01,10kg그물망,5174.25205684368,53480.0,27671900,광주각화도매,광주원협(공),양배추,양배추(일반),광주광역시,북구,특,517.425205684368,534800
9494,2023-06-01,10kg그물망,6996.508379888268,50120.0,35066500,창원팔용도매시장,농협창원(공),양배추,양배추(일반),경상남도,창원시,특,699.6508379888268,501200
9495,2023-06-01,10kg그물망,7642.175290390707,47350.0,36185700,수원도매시장,경기청과,양배추,양배추(일반),전라남도,해남군,특,764.2175290390708,473500
9496,2023-06-01,10kg그물망,5320.111214087117,43160.0,22961600,광주서부도매,호남청과,양배추,양배추(일반),광주광역시,광산구,특,532.0111214087117,431600
9497,2023-06-01,10kg그물망,7495.82302830448,36390.0,27277300,전주도매시장,전주원협(공),양배추,양배추(일반),전라북도,전주시,특,749.582302830448,363900
9498,2023-06-01,10kg그물망,4802.021336327905,35620.0,17104800,청주도매시장,충북원협(청주),양배추,양배추(일반),강원도,평창군,특,480.2021336327905,356200
9499,2023-06-01,10kg그물망,8572.259696458685,35580.0,30500100,인천구월도매,덕풍청과,양배추,양배추(일반),충청남도,당진군,특,857.2259696458684,355800
9500,2023-06-01,10kg그물망,7592.920353982301,33900.0,25740000,부산엄궁도매,항도청과,양배추,양배추(일반),제주도,제주도,특,759.2920353982302,339000
9501,2023-06-01,10kg그물망,6200.211288862059,33130.0,20541300,구리도매시장,농협구리(공),양배추,양배추(일반),충청남도,서산시,특,620.0211288862058,331300
9502,2023-06-01,10kg그물망,5470.883534136547,29880.0,16347000,광주서부도매,호남청과,양배추,양배추(일반),강원도,태백시,특,547.0883534136547,298800
9503,2023-06-01,10kg그물망,10442.27983225315,26230.0,27390100,수원도매시장,수원원협(공),양배추,양배추(일반),충청남도,서산시,특,1044.227983225315,262300
9504,2023-06-01,10kg그물망,9295.137157107232,24060.0,22364100,인천구월도매,덕풍청과,양배추,양배추(일반),충청남도,서산시,특,929.5137157107232,240600
9505,2023-06-01,10kg그물망,6691.976099018352,23430.0,15679300,구리도매시장,인터넷청과,양배추,양배추(일반),전라남도,무안군,특,669.1976099018352,234300
9506,2023-06-01,10kg그물망,8445.067788686301,21390.0,18064000,구리도매시장,구리청과,양배추,양배추(일반),전라남도,해남군,특,844.5067788686301,213900
9507,2023-06-01,10kg그물망,6020.442571127502,18980.0,11426800,천안도매시장,천안농협(공),양배추,양배추(일반),제주도,북제주군,특,602.0442571127502,189800
9508,2023-06-01,10kg그물망,4254.854368932039,18540.0,7888500,광주각화도매,광주원협(공),양배추,양배추(일반),전라남도,진도군,특,425.4854368932039,185400
9509,2023-06-01,10kg그물망,7908.921729611385,18270.0,14449600,창원내서도매시장,창원원협(공),양배추,양배추(일반),강원도,평창군,특,790.8921729611385,182700
9510,2023-06-01,10kg그물망,9458.7319243604,17980.0,17006800,서울강서도매,농협강서(공),양배추,양배추(일반),충청남도,당진군,특,945.87319243604,179800
9511,2023-06-01,10kg그물망,5760.71842410197,17260.0,9943000,서울강서도매,농협강서(공),양배추,양배추(일반),전라남도,진도군,특,576.0718424101971,172600
9512,2023-06-01,10kg그물망,5514.964675658317,15570.0,8586800,청주도매시장,충북원협(청주),양배추,양배추(일반),충청북도,괴산군,특,551.4964675658317,155700
9513,2023-06-01,10kg그물망,5845.99348534202,15350.0,8973600,안산도매시장,농협안산(공),양배추,양배추(일반),전라남도,무안군,특,584.599348534202,153500
9514,2023-06-01,10kg그물망,7430.113257828115,15010.0,11152600,서울강서도매,농협강서(공),양배추,양배추(일반),전라남도,해남군,특,743.0113257828115,150100
9516,2023-06-01,10kg그물망,8455.672426746807,13310.0,11254500,안산도매시장,농협안산(공),양배추,양배추(일반),대구광역시,대구광역시,특,845.5672426746808,133100
9517,2023-06-01,10kg그물망,9172.14611872146,13140.0,12052200,수원도매시장,경기청과,양배추,양배추(일반),충청남도,서산시,특,917.2146118721461,131400
9518,2023-06-01,10kg그물망,9289.037122969838,12930.0,12010725,원주도매시장,원주원협(공),양배추,양배추(일반),서울특별시,송파구,특,928.9037122969837,129300
9519,2023-06-01,10kg그물망,6943.015873015874,12600.0,8748200,진주도매시장,진주중앙청과,양배추,양배추(일반),전라남도,진도군,특,694.3015873015873,126000
9520,2023-06-01,10kg그물망,6999.514170040485,12350.0,8644400,광주서부도매,호남청과,양배추,양배추(일반),광주광역시,광주광역시,특,699.9514170040485,123500
9521,2023-06-01,10kg그물망,9705.430242272347,11970.0,11617400,천안도매시장,천안농협(공),양배추,양배추(일반),충청남도,천안시,특,970.5430242272347,119700
9522,2023-06-01,10kg그물망,4448.401037165082,11570.0,5146800,구리도매시장,인터넷청과,양배추,양배추(일반),제주도,서귀포시,특,444.8401037165082,115700
9523,2023-06-01,10kg그물망,4449.642857142857,11200.0,4983600,광주각화도매,광주원협(공),양배추,양배추(일반),전라남도,해남군,특,444.9642857142857,112000
9524,2023-06-01,10kg그물망,9125.396825396825,10710.0,9773300,원주도매시장,원주원협(공),양배추,양배추(일반),대전광역시,대전광역시,특,912.5396825396825,107100
9525,2023-06-01,10kg그물망,8844.466209598433,10210.0,9030200,서울강서도매,농협강서(공),양배추,양배추(일반),충청북도,충주시,특,884.4466209598434,102100
9526,2023-06-01,10kg그물망,7280.807086614173,10160.0,7397300,진주도매시장,진주중앙청과,양배추,양배추(일반),제주도,제주시,특,728.0807086614174,101600
9527,2023-06-01,10kg그물망,11097.84353059178,9970.0,11064550,춘천도매시장,춘천원협(공),양배추,양배추(일반),서울특별시,송파구,특,1109.784353059178,99700
9528,2023-06-01,10kg그물망,1200.0,9830.0,1179600,구리도매시장,농협구리(공),양배추,양배추(일반),제주도,남제주군,특,120.0,98300
9529,2023-06-01,10kg그물망,9340.20618556701,9700.0,9060000,창원팔용도매시장,농협창원(공),양배추,양배추(일반),부산광역시,기장군,특,934.020618556701,97000
9530,2023-06-01,10kg그물망,6334.100418410042,9560.0,6055400,인천구월도매,대인농산,양배추,양배추(일반),경기도,김포시,특,633.4100418410042,95600
9531,2023-06-01,10kg그물망,6716.502732240438,9150.0,6145600,수원도매시장,수원원협(공),양배추,양배추(일반),전라남도,진도군,특,671.6502732240438,91500
9532,2023-06-01,10kg그물망,12395.3488372093,9030.0,11193000,구리도매시장,구리청과,양배추,양배추(일반),충청남도,서산시,특,1239.53488372093,90300
9533,2023-06-01,10kg그물망,10198.15366972477,8720.0,8892790,춘천도매시장,춘천원협(공),양배추,양배추(일반),서울특별시,서울특별시,특,1019.815366972477,87200
9534,2023-06-01,10kg그물망,8759.001161440186,8610.0,7541500,전주도매시장,전주원협(공),양배추,양배추(일반),전라북도,완주군,특,875.9001161440186,86100
9535,2023-06-01,10kg그물망,9392.857142857143,8540.0,8021500,인천구월도매,덕풍청과,양배추,양배추(일반),충청남도,홍성군,특,939.2857142857143,85400
9536,2023-06-01,10kg그물망,4417.183770883055,8380.0,3701600,청주도매시장,충북원협(청주),양배추,양배추(일반),전라남도,진도군,특,441.7183770883055,83800
9537,2023-06-01,10kg그물망,8991.616766467067,8350.0,7508000,청주도매시장,충북원협(청주),양배추,양배추(일반),충청북도,괴산군,특,899.1616766467066,83500
9538,2023-06-01,10kg그물망,4016.524908869988,8230.0,3305600,광주서부도매,호남청과,양배추,양배추(일반),제주도,제주시,특,401.6524908869988,82300
9539,2023-06-01,10kg그물망,6712.136536030341,7910.0,5309300,천안도매시장,천안농협(공),양배추,양배추(일반),제주도,제주시,특,671.2136536030341,79100
9540,2023-06-01,10kg그물망,4510.128205128205,7800.0,3517900,광주각화도매,광주원협(공),양배추,양배추(일반),강원도,평창군,특,451.0128205128205,78000
9541,2023-06-01,10kg그물망,5243.800539083558,7420.0,3890900,전주도매시장,전주원협(공),양배추,양배추(일반),전라북도,고창군,특,524.3800539083558,74200
9542,2023-06-01,10kg그물망,9103.238866396761,7410.0,6745500,창원내서도매시장,마산청과,양배추,양배추(일반),인천광역시,중구,특,910.3238866396762,74100
9543,2023-06-01,10kg그물망,6006.072874493926,7410.0,4450500,인천구월도매,대인농산,양배추,양배추(일반),서울특별시,송파구,특,600.6072874493926,74100
9544,2023-06-01,10kg그물망,6104.234972677596,7320.0,4468300,수원도매시장,수원원협(공),양배추,양배추(일반),전라남도,해남군,특,610.4234972677596,73200
9545,2023-06-01,10kg그물망,6050.0,7320.0,4428600,구리도매시장,인터넷청과,양배추,양배추(일반),충청북도,보은군,특,605.0,73200
9546,2023-06-01,10kg그물망,6804.814305364512,7270.0,4947100,청주도매시장,충북원협(청주),양배추,양배추(일반),충청북도,청주시,특,680.4814305364512,72700
9547,2023-06-01,10kg그물망,6076.271186440678,7080.0,4302000,구리도매시장,인터넷청과,양배추,양배추(일반),전라남도,진도군,특,607.6271186440679,70800
9548,2023-06-01,10kg그물망,8512.076583210604,6790.0,5779700,창원내서도매시장,마산청과,양배추,양배추(일반),충청남도,서산시,특,851.2076583210604,67900
9549,2023-06-01,10kg그물망,5000.0,6690.0,3345000,안산도매시장,농협안산(공),양배추,양배추(일반),전라남도,해남군,특,500.0,66900
9550,2023-06-01,10kg그물망,8350.877192982456,6270.0,5236000,강릉도매시장,강릉농산물,양배추,양배추(일반),경상남도,남해군,특,835.0877192982456,62700
9551,2023-06-01,10kg그물망,13000.48387096774,6200.0,8060300,서울강서도매,농협강서(공),양배추,양배추(일반),충청남도,서산시,특,1300.048387096774,62000
9552,2023-06-01,10kg그물망,9836.290322580646,6200.0,6098500,창원내서도매시장,창원원협(공),양배추,양배추(일반),부산광역시,기장군,특,983.6290322580646,62000
9553,2023-06-01,10kg그물망,7460.0,6100.0,4550600,수원도매시장,수원원협(공),양배추,양배추(일반),서울특별시,서울특별시,특,746.0,61000
9554,2023-06-01,10kg그물망,7369.91452991453,5850.0,4311400,천안도매시장,천안농협(공),양배추,양배추(일반),서울특별시,서울특별시,특,736.991452991453,58500
9555,2023-06-01,10kg그물망,9727.84090909091,5280.0,5136300,수원도매시장,수원원협(공),양배추,양배추(일반),충청남도,서산시,특,972.784090909091,52800
9556,2023-06-01,10kg그물망,4835.047619047619,5250.0,2538400,창원팔용도매시장,농협창원(공),양배추,양배추(일반),경상남도,거제시,특,483.5047619047619,52500
9557,2023-06-01,10kg그물망,6142.712550607287,4940.0,3034500,창원내서도매시장,마산청과,양배추,양배추(일반),경상남도,진해시,특,614.2712550607287,49400
9558,2023-06-01,10kg그물망,5975.0,4880.0,2915800,광주각화도매,광주원협(공),양배추,양배추(일반),전라남도,신안군,특,597.5,48800
9559,2023-06-01,10kg그물망,4555.411255411255,4620.0,2104600,광주각화도매,광주원협(공),양배추,양배추(일반),전라남도,무안군,특,455.5411255411256,46200
9560,2023-06-01,10kg그물망,7000.0,4600.0,3220000,부산엄궁도매,항도청과,양배추,양배추(일반),경상남도,밀양시,특,700.0,46000
9561,2023-06-01,10kg그물망,3960.831509846827,4570.0,1810100,광주서부도매,호남청과,양배추,양배추(일반),경상북도,영천시,특,396.0831509846827,45700
9562,2023-06-01,10kg그물망,8347.392290249432,4410.0,3681200,전주도매시장,전주원협(공),양배추,양배추(일반),전라북도,완주군,특,834.7392290249433,44100
9563,2023-06-01,10kg그물망,5185.564304461942,3810.0,1975700,대전노은도매,대전원협(공),양배추,양배추(일반),경상북도,청송군,특,518.5564304461942,38100
9564,2023-06-01,10kg그물망,8515.608465608466,3780.0,3218900,광주서부도매,호남청과,양배추,양배추(일반),전라남도,무안군,특,851.5608465608466,37800
9565,2023-06-01,10kg그물망,5693.351063829788,3760.0,2140700,광주각화도매,광주청과,양배추,양배추(일반),전라북도,고창군,특,569.3351063829788,37600
9566,2023-06-01,10kg그물망,8597.849462365592,3720.0,3198400,청주도매시장,충북원협(청주),양배추,양배추(일반),충청북도,충주시,특,859.7849462365591,37200
9567,2023-06-01,10kg그물망,6650.0,3660.0,2433900,광주서부도매,농협광주(공),양배추,양배추(일반),전라남도,해남군,특,665.0,36600
9568,2023-06-01,10kg그물망,8000.0,3650.0,2920000,창원내서도매시장,마산청과,양배추,양배추(일반),전라남도,해남군,특,800.0,36500
9569,2023-06-01,10kg그물망,8779.00552486188,3620.0,3178000,광주서부도매,호남청과,양배추,양배추(일반),전라북도,장수군,특,877.900552486188,36200
9571,2023-06-01,10kg그물망,8000.0,3600.0,2880000,구리도매시장,구리청과,양배추,양배추(일반),전라남도,진도군,특,800.0,36000
9572,2023-06-01,10kg그물망,6925.071225071224,3510.0,2430700,창원내서도매시장,창원원협(공),양배추,양배추(일반),제주도,북제주군,특,692.5071225071224,35100
9573,2023-06-01,10kg그물망,5000.0,3500.0,1750000,대구북부도매,대구원협(공),양배추,양배추(일반),대구광역시,달성군,특,500.0,35000
9575,2023-06-01,10kg그물망,6180.120481927711,3320.0,2051800,대전노은도매,대전원협(공),양배추,양배추(일반),충청북도,청원군,특,618.0120481927711,33200
9576,2023-06-01,10kg그물망,9130.491803278688,3050.0,2784800,수원도매시장,수원원협(공),양배추,양배추(일반),충청남도,당진군,특,913.0491803278688,30500
9577,2023-06-01,10kg그물망,10702.5,3000.0,3210750,전주도매시장,전주원협(공),양배추,양배추(일반),서울특별시,송파구,특,1070.25,30000
9578,2023-06-01,10kg그물망,9538.333333333334,3000.0,2861500,창원팔용도매시장,농협창원(공),양배추,양배추(일반),충청북도,괴산군,특,953.8333333333334,30000
9579,2023-06-01,10kg그물망,5775.0,2800.0,1617000,안양도매시장,안양원협(공),양배추,양배추(일반),전라남도,해남군,특,577.5,28000
9580,2023-06-01,10kg그물망,7986.131386861314,2740.0,2188200,충주도매시장,충북원협(충주),양배추,양배추(일반),충청북도,충주시,특,798.6131386861314,27400
9581,2023-06-01,10kg그물망,7904.761904761905,2730.0,2158000,창원팔용도매시장,농협창원(공),양배추,양배추(일반),경상남도,고성군,특,790.4761904761905,27300
